id,center_x,center_y,time,x,y,w,h
134,1378,705,180,1367.0,689.0,22.0,33.0
122,968,857,180,952.0,835.0,32.0,45.0
97,983,625,181,961.0,605.0,45.0,40.0
305,186,1055,181,163.0,1037.0,46.0,37.0
118,1208,611,181,1190.0,578.0,36.0,67.0
110,207,682,181,197.0,660.0,21.0,44.0
120,221,432,181,202.0,414.0,38.0,36.0
29,988,1036,181,964.0,1019.0,49.0,34.0
134,1377,706,181,1367.0,689.0,21.0,34.0
122,968,857,181,953.0,835.0,31.0,45.0
127,725,600,181,710.0,584.0,31.0,32.0
136,819,898,181,799.0,882.0,41.0,32.0
112,455,828,181,439.0,814.0,32.0,29.0
118,1207,604,182,1190.0,579.0,35.0,50.0
29,989,1032,182,965.0,1020.0,48.0,24.0
134,1377,707,182,1367.0,691.0,20.0,33.0
100,454,828,182,439.0,814.0,31.0,28.0
127,724,600,182,709.0,584.0,31.0,32.0
305,108,1062,182,85.0,1049.0,46.0,27.0
136,819,898,182,799.0,883.0,41.0,31.0
120,220,431,182,201.0,414.0,39.0,35.0
97,984,625,182,962.0,605.0,44.0,40.0
143,308,582,182,289.0,572.0,39.0,21.0
122,968,857,182,952.0,835.0,32.0,45.0
110,207,675,182,198.0,652.0,19.0,47.0
112,414,787,182,398.0,767.0,32.0,41.0
100,454,828,183,439.0,814.0,31.0,28.0
97,984,625,183,962.0,605.0,44.0,40.0
118,1207,604,183,1190.0,579.0,35.0,50.0
29,985,1031,183,960.0,1020.0,51.0,23.0
136,842,861,183,834.0,838.0,17.0,46.0
143,309,582,183,289.0,572.0,41.0,21.0
120,220,431,183,201.0,414.0,38.0,35.0
110,207,675,183,198.0,652.0,19.0,47.0
127,725,600,183,710.0,584.0,30.0,32.0
134,1377,708,183,1367.0,691.0,20.0,34.0
122,968,857,183,952.0,835.0,32.0,45.0
305,185,1055,183,163.0,1037.0,45.0,37.0
100,465,701,184,452.0,664.0,26.0,74.0
143,309,583,184,289.0,572.0,40.0,23.0
118,1207,605,184,1190.0,580.0,34.0,50.0
29,982,1032,184,956.0,1020.0,53.0,24.0
134,1377,708,184,1367.0,691.0,20.0,34.0
110,207,681,184,197.0,659.0,21.0,45.0
122,968,857,184,952.0,835.0,32.0,45.0
127,724,607,184,709.0,583.0,30.0,48.0
305,185,1057,184,163.0,1037.0,44.0,40.0
144,536,1031,184,519.0,1023.0,34.0,16.0
84,657,761,184,640.0,733.0,35.0,57.0
136,842,860,184,834.0,838.0,17.0,44.0
97,984,625,184,962.0,605.0,44.0,40.0
145,454,828,184,439.0,814.0,31.0,28.0
120,220,432,184,201.0,414.0,38.0,36.0
122,968,857,185,952.0,835.0,32.0,45.0
100,464,701,185,451.0,664.0,26.0,74.0
120,220,431,185,201.0,414.0,38.0,35.0
144,535,1030,185,518.0,1023.0,34.0,15.0
118,1206,604,185,1189.0,580.0,35.0,49.0
145,388,868,185,377.0,849.0,22.0,38.0
305,185,1057,185,163.0,1037.0,45.0,40.0
29,982,1031,185,956.0,1020.0,52.0,23.0
134,1377,708,185,1367.0,691.0,20.0,34.0
84,656,758,185,639.0,726.0,35.0,64.0
97,984,625,185,962.0,606.0,45.0,39.0
127,724,608,185,709.0,584.0,30.0,48.0
136,843,860,185,835.0,838.0,16.0,44.0
110,207,681,185,197.0,659.0,21.0,45.0
143,309,583,185,289.0,572.0,40.0,22.0
29,986,1032,186,966.0,1020.0,41.0,25.0
100,464,700,186,451.0,662.0,26.0,76.0
134,1377,708,186,1367.0,691.0,20.0,35.0
136,935,880,186,920.0,868.0,30.0,24.0
120,220,431,186,201.0,414.0,38.0,35.0
145,414,788,186,398.0,767.0,32.0,43.0
122,968,857,186,953.0,835.0,31.0,45.0
118,1206,605,186,1189.0,580.0,35.0,50.0
97,984,625,186,962.0,606.0,45.0,39.0
84,656,758,186,639.0,727.0,35.0,63.0
305,186,1057,186,164.0,1037.0,45.0,40.0
143,309,584,186,289.0,572.0,40.0,25.0
127,721,595,187,708.0,580.0,26.0,30.0
134,1377,708,187,1367.0,691.0,21.0,35.0
305,186,1057,187,163.0,1037.0,47.0,40.0
120,220,432,187,201.0,414.0,38.0,36.0
143,308,585,187,289.0,572.0,39.0,26.0
84,656,759,187,638.0,728.0,36.0,62.0
97,985,626,187,963.0,606.0,44.0,40.0
145,387,869,187,375.0,849.0,25.0,40.0
118,1206,605,187,1188.0,581.0,36.0,48.0
148,301,325,187,285.0,297.0,33.0,56.0
29,986,1031,187,966.0,1021.0,40.0,21.0
136,935,880,187,920.0,868.0,31.0,24.0
100,464,701,187,451.0,664.0,26.0,74.0
122,968,857,187,953.0,835.0,31.0,45.0
136,812,901,188,794.0,883.0,36.0,36.0
122,935,880,188,920.0,868.0,31.0,25.0
118,1206,606,188,1188.0,582.0,36.0,48.0
127,720,596,188,707.0,583.0,27.0,27.0
145,386,869,188,374.0,848.0,24.0,43.0
120,222,430,188,205.0,414.0,34.0,33.0
143,308,585,188,289.0,571.0,39.0,28.0
97,985,626,188,963.0,606.0,44.0,40.0
305,187,1057,188,163.0,1037.0,49.0,41.0
29,985,1031,188,965.0,1021.0,40.0,21.0
84,656,759,188,638.0,729.0,36.0,61.0
134,1377,709,188,1367.0,692.0,21.0,34.0
100,464,701,189,450.0,664.0,28.0,74.0
143,308,582,189,289.0,571.0,39.0,22.0
145,386,871,189,374.0,849.0,25.0,45.0
305,188,1057,189,163.0,1037.0,50.0,41.0
97,985,626,189,963.0,606.0,44.0,41.0
118,1206,606,189,1188.0,583.0,36.0,47.0
136,818,901,189,794.0,883.0,49.0,36.0
120,220,432,189,201.0,414.0,38.0,36.0
110,205,678,189,197.0,658.0,16.0,41.0
127,721,596,189,707.0,583.0,28.0,27.0
134,1378,709,189,1367.0,692.0,22.0,35.0
84,655,759,189,636.0,728.0,38.0,62.0
148,303,324,189,286.0,297.0,35.0,55.0
29,980,1032,189,956.0,1021.0,49.0,23.0
122,935,881,189,920.0,868.0,31.0,26.0
143,370,646,190,353.0,630.0,35.0,32.0
145,387,872,190,375.0,849.0,24.0,47.0
120,220,432,190,201.0,414.0,38.0,36.0
127,637,617,190,626.0,597.0,23.0,40.0
134,1378,710,190,1367.0,693.0,22.0,34.0
29,979,1034,190,954.0,1021.0,50.0,27.0
97,985,626,190,963.0,606.0,44.0,41.0
136,813,901,190,796.0,883.0,35.0,36.0
110,205,678,190,197.0,658.0,17.0,40.0
100,464,700,190,450.0,664.0,28.0,73.0
305,188,1057,190,163.0,1037.0,51.0,40.0
122,934,880,190,918.0,867.0,33.0,27.0
118,1205,606,190,1187.0,583.0,37.0,47.0
84,654,759,190,634.0,728.0,40.0,62.0
148,303,322,190,287.0,295.0,33.0,55.0
134,1378,711,191,1367.0,693.0,22.0,36.0
143,371,642,191,353.0,630.0,36.0,25.0
118,1205,606,191,1187.0,583.0,37.0,47.0
29,977,1033,191,951.0,1021.0,52.0,24.0
97,985,627,191,963.0,607.0,44.0,40.0
84,653,758,191,633.0,727.0,41.0,63.0
305,188,1057,191,163.0,1037.0,51.0,41.0
136,813,900,191,796.0,882.0,35.0,37.0
122,934,880,191,919.0,867.0,31.0,27.0
127,721,598,191,707.0,583.0,28.0,31.0
120,221,430,191,203.0,412.0,36.0,37.0
145,387,874,191,375.0,850.0,25.0,48.0
127,722,607,192,706.0,583.0,33.0,49.0
136,814,900,192,797.0,882.0,34.0,36.0
118,1204,607,192,1186.0,584.0,37.0,47.0
84,657,759,192,640.0,729.0,34.0,61.0
143,371,642,192,353.0,630.0,36.0,25.0
145,387,873,192,375.0,844.0,25.0,58.0
134,1378,712,192,1367.0,694.0,22.0,37.0
29,975,1034,192,948.0,1022.0,54.0,24.0
97,993,631,192,979.0,615.0,28.0,32.0
148,303,314,192,288.0,283.0,31.0,63.0
122,968,858,192,953.0,835.0,30.0,46.0
120,222,429,192,205.0,412.0,34.0,35.0
305,188,1058,192,163.0,1037.0,50.0,42.0
127,722,608,193,706.0,584.0,33.0,48.0
84,657,758,193,640.0,728.0,34.0,61.0
29,979,1034,193,958.0,1022.0,43.0,24.0
134,1378,713,193,1367.0,695.0,22.0,37.0
145,387,874,193,375.0,844.0,24.0,61.0
122,967,858,193,952.0,836.0,31.0,44.0
136,813,899,193,797.0,881.0,33.0,37.0
305,188,1058,193,163.0,1037.0,51.0,42.0
120,222,430,193,205.0,413.0,34.0,34.0
118,1204,609,193,1186.0,586.0,37.0,46.0
143,371,643,193,353.0,630.0,36.0,26.0
97,986,627,193,965.0,607.0,42.0,40.0
110,209,673,194,197.0,651.0,24.0,45.0
120,222,430,194,205.0,413.0,34.0,34.0
222,813,899,194,797.0,880.0,33.0,38.0
100,464,698,194,449.0,663.0,30.0,71.0
122,967,858,194,952.0,836.0,30.0,45.0
29,977,1035,194,955.0,1022.0,45.0,27.0
97,986,627,194,965.0,607.0,42.0,40.0
136,676,907,194,664.0,893.0,25.0,28.0
134,1378,714,194,1367.0,695.0,22.0,38.0
305,183,1058,194,163.0,1037.0,40.0,42.0
145,387,878,194,375.0,850.0,25.0,56.0
84,656,759,194,639.0,729.0,35.0,60.0
127,722,609,194,705.0,586.0,34.0,46.0
118,1204,612,194,1184.0,587.0,40.0,51.0
134,1378,714,195,1368.0,695.0,21.0,38.0
144,530,1031,195,508.0,1023.0,44.0,16.0
145,392,870,195,382.0,849.0,21.0,43.0
120,221,430,195,204.0,414.0,34.0,33.0
29,977,1032,195,955.0,1022.0,44.0,20.0
118,1204,611,195,1186.0,587.0,37.0,48.0
222,814,898,195,798.0,879.0,32.0,39.0
127,719,599,195,705.0,587.0,29.0,24.0
97,987,627,195,967.0,607.0,40.0,41.0
84,656,759,195,639.0,729.0,35.0,60.0
110,209,673,195,197.0,650.0,24.0,46.0
122,967,858,195,953.0,836.0,29.0,45.0
305,121,1065,195,94.0,1052.0,55.0,27.0
118,1204,611,196,1186.0,587.0,37.0,49.0
120,221,430,196,205.0,414.0,33.0,33.0
110,209,673,196,197.0,650.0,24.0,46.0
145,392,867,196,382.0,843.0,20.0,49.0
127,720,599,196,706.0,587.0,28.0,24.0
144,529,1031,196,507.0,1023.0,45.0,16.0
134,1378,719,196,1367.0,696.0,22.0,46.0
29,973,1034,196,949.0,1022.0,48.0,24.0
305,121,1065,196,94.0,1052.0,55.0,27.0
84,656,759,196,639.0,729.0,35.0,60.0
122,967,858,196,953.0,836.0,29.0,45.0
97,987,627,196,967.0,607.0,40.0,41.0
100,465,697,196,448.0,663.0,34.0,69.0
222,815,898,196,800.0,879.0,30.0,38.0
148,304,309,197,290.0,279.0,28.0,60.0
100,465,694,197,448.0,658.0,35.0,72.0
222,815,897,197,800.0,878.0,31.0,39.0
134,1378,720,197,1368.0,701.0,20.0,38.0
305,191,1058,197,169.0,1037.0,44.0,42.0
97,987,627,197,967.0,607.0,41.0,41.0
122,957,861,197,933.0,836.0,49.0,51.0
145,389,887,197,376.0,864.0,27.0,47.0
110,209,672,197,197.0,649.0,25.0,46.0
29,970,1034,197,944.0,1021.0,52.0,26.0
118,1200,612,197,1177.0,588.0,46.0,49.0
120,220,430,197,203.0,413.0,35.0,35.0
84,656,759,197,639.0,730.0,34.0,59.0
97,986,627,198,966.0,607.0,41.0,41.0
305,190,1057,198,168.0,1035.0,45.0,44.0
120,221,429,198,205.0,413.0,33.0,33.0
29,969,1035,198,942.0,1023.0,54.0,24.0
122,967,858,198,952.0,836.0,30.0,45.0
110,209,672,198,197.0,650.0,25.0,45.0
134,1377,720,198,1368.0,702.0,19.0,37.0
118,1203,614,198,1185.0,589.0,37.0,50.0
148,304,307,198,290.0,276.0,28.0,63.0
84,649,754,198,638.0,730.0,23.0,49.0
222,815,897,198,800.0,878.0,30.0,39.0
144,525,1031,199,502.0,1023.0,47.0,16.0
120,221,431,199,205.0,413.0,33.0,36.0
118,1203,614,199,1185.0,589.0,37.0,51.0
122,958,861,199,934.0,836.0,48.0,51.0
29,968,1034,199,942.0,1022.0,52.0,25.0
84,649,757,199,639.0,731.0,21.0,52.0
222,815,897,199,800.0,878.0,30.0,39.0
305,189,1057,199,168.0,1035.0,43.0,44.0
110,209,672,199,197.0,650.0,25.0,44.0
134,1377,722,199,1367.0,702.0,21.0,41.0
143,323,616,199,308.0,598.0,30.0,36.0
97,984,627,199,962.0,606.0,44.0,42.0
305,117,1065,200,94.0,1051.0,47.0,29.0
143,323,615,200,308.0,595.0,31.0,40.0
118,1203,615,200,1185.0,590.0,36.0,50.0
120,220,430,200,202.0,413.0,36.0,34.0
122,958,861,200,933.0,836.0,50.0,50.0
84,652,756,200,639.0,730.0,26.0,53.0
110,209,673,200,197.0,650.0,25.0,47.0
134,1378,723,200,1368.0,702.0,20.0,43.0
29,965,1034,200,938.0,1023.0,55.0,22.0
222,815,897,200,800.0,878.0,30.0,39.0
122,958,861,201,933.0,836.0,50.0,50.0
222,750,840,201,737.0,827.0,26.0,27.0
118,1203,615,201,1185.0,590.0,36.0,51.0
97,982,626,201,960.0,605.0,45.0,43.0
29,963,1034,201,935.0,1023.0,57.0,22.0
305,120,1065,201,94.0,1051.0,52.0,29.0
143,323,619,201,309.0,595.0,29.0,49.0
120,221,429,201,205.0,413.0,33.0,32.0
134,1378,723,201,1368.0,701.0,20.0,45.0
84,654,759,201,638.0,730.0,33.0,59.0
110,209,673,201,197.0,650.0,25.0,46.0
144,524,1030,201,501.0,1023.0,47.0,15.0
145,392,870,201,382.0,846.0,20.0,49.0
84,654,759,202,638.0,730.0,33.0,59.0
222,813,897,202,800.0,878.0,27.0,39.0
118,1202,616,202,1185.0,590.0,35.0,53.0
143,324,615,202,309.0,595.0,30.0,41.0
29,962,1035,202,934.0,1024.0,57.0,23.0
97,983,626,202,961.0,605.0,44.0,43.0
110,209,674,202,197.0,650.0,25.0,48.0
134,1378,725,202,1368.0,703.0,20.0,45.0
145,451,829,202,439.0,814.0,24.0,30.0
144,523,1030,202,502.0,1023.0,43.0,15.0
122,957,861,202,933.0,836.0,49.0,50.0
305,118,1065,202,94.0,1051.0,48.0,28.0
120,221,429,202,204.0,414.0,34.0,31.0
143,324,615,203,309.0,595.0,30.0,41.0
97,983,626,203,961.0,605.0,45.0,43.0
122,968,858,203,953.0,836.0,30.0,44.0
29,958,1033,203,928.0,1018.0,61.0,30.0
305,186,1056,203,164.0,1037.0,45.0,39.0
120,220,430,203,204.0,414.0,33.0,32.0
134,1378,727,203,1368.0,705.0,20.0,44.0
118,1202,618,203,1185.0,592.0,34.0,52.0
165,257,882,203,245.0,870.0,24.0,24.0
110,210,673,203,197.0,649.0,26.0,49.0
145,393,889,203,384.0,865.0,19.0,49.0
222,814,897,203,800.0,877.0,28.0,40.0
84,648,753,203,639.0,729.0,19.0,49.0
120,221,429,204,205.0,413.0,32.0,33.0
305,117,1065,204,94.0,1051.0,47.0,29.0
145,391,878,204,382.0,843.0,19.0,71.0
84,654,759,204,638.0,729.0,33.0,60.0
29,958,1033,204,928.0,1018.0,60.0,31.0
143,323,623,204,305.0,595.0,36.0,56.0
110,210,673,204,197.0,648.0,26.0,50.0
134,1378,727,204,1367.0,705.0,22.0,44.0
122,968,858,204,953.0,836.0,30.0,44.0
118,1201,618,204,1185.0,592.0,33.0,53.0
165,257,882,204,245.0,870.0,24.0,24.0
222,815,897,204,800.0,878.0,30.0,39.0
97,983,627,204,961.0,606.0,45.0,43.0
29,956,1034,205,927.0,1019.0,59.0,30.0
118,1201,619,205,1185.0,592.0,32.0,54.0
120,221,428,205,205.0,411.0,32.0,35.0
122,968,858,205,953.0,836.0,30.0,44.0
165,258,882,205,245.0,870.0,26.0,24.0
144,523,1030,205,504.0,1023.0,39.0,15.0
222,815,897,205,800.0,878.0,30.0,39.0
305,187,1055,205,170.0,1037.0,35.0,37.0
143,323,623,205,305.0,596.0,36.0,55.0
145,395,889,205,387.0,865.0,16.0,49.0
110,210,672,205,197.0,647.0,26.0,51.0
134,1378,728,205,1367.0,707.0,23.0,43.0
84,648,753,205,638.0,728.0,20.0,51.0
165,258,882,206,245.0,870.0,26.0,24.0
122,968,858,206,953.0,836.0,30.0,44.0
118,1200,620,206,1184.0,593.0,33.0,55.0
110,210,673,206,197.0,648.0,26.0,50.0
222,817,895,206,802.0,876.0,30.0,39.0
29,959,1032,206,935.0,1019.0,48.0,26.0
144,523,1031,206,503.0,1024.0,40.0,14.0
84,650,752,206,637.0,725.0,27.0,54.0
143,321,624,206,301.0,597.0,41.0,54.0
120,220,429,206,204.0,412.0,33.0,34.0
145,398,889,206,387.0,865.0,23.0,48.0
134,1378,730,206,1367.0,709.0,23.0,42.0
305,116,1066,206,93.0,1052.0,46.0,28.0
165,258,881,207,245.0,869.0,26.0,25.0
145,396,881,207,383.0,848.0,27.0,66.0
144,519,1030,207,498.0,1023.0,43.0,15.0
110,210,672,207,197.0,647.0,26.0,51.0
122,968,858,207,953.0,836.0,30.0,44.0
84,650,752,207,637.0,725.0,27.0,55.0
120,220,429,207,204.0,412.0,33.0,35.0
305,190,1053,207,170.0,1037.0,41.0,33.0
134,1378,731,207,1367.0,711.0,23.0,41.0
118,1200,621,207,1184.0,594.0,32.0,55.0
222,818,895,207,802.0,875.0,32.0,40.0
29,956,1031,207,932.0,1018.0,49.0,27.0
143,323,624,207,304.0,598.0,38.0,53.0
29,957,1032,208,934.0,1019.0,47.0,26.0
118,1199,623,208,1183.0,595.0,32.0,56.0
222,818,894,208,802.0,873.0,33.0,42.0
143,322,625,208,302.0,599.0,40.0,53.0
145,394,880,208,385.0,847.0,19.0,67.0
144,517,1031,208,496.0,1023.0,43.0,17.0
305,114,1064,208,90.0,1048.0,49.0,32.0
84,650,754,208,637.0,725.0,27.0,58.0
120,221,428,208,205.0,410.0,32.0,37.0
122,967,858,208,953.0,836.0,29.0,44.0
134,1378,732,208,1368.0,713.0,21.0,39.0
120,222,427,209,208.0,410.0,29.0,34.0
143,322,625,209,302.0,599.0,41.0,53.0
118,1195,626,209,1176.0,595.0,38.0,63.0
144,516,1031,209,495.0,1023.0,43.0,16.0
305,189,1051,209,164.0,1035.0,50.0,33.0
134,1378,733,209,1368.0,714.0,21.0,39.0
122,967,858,209,953.0,836.0,29.0,44.0
145,394,881,209,385.0,850.0,19.0,63.0
84,649,754,209,637.0,725.0,25.0,58.0
29,951,1031,209,922.0,1019.0,59.0,25.0
165,262,881,209,245.0,868.0,35.0,26.0
222,819,893,209,802.0,872.0,34.0,43.0
143,369,645,210,351.0,631.0,37.0,28.0
144,516,1033,210,496.0,1024.0,40.0,18.0
110,209,674,210,197.0,650.0,24.0,48.0
29,951,1031,210,921.0,1019.0,60.0,25.0
222,820,891,210,803.0,869.0,34.0,45.0
134,1381,739,210,1368.0,714.0,26.0,51.0
145,399,885,210,384.0,857.0,30.0,56.0
165,258,881,210,245.0,868.0,26.0,26.0
122,968,857,210,953.0,836.0,30.0,43.0
305,189,1051,210,164.0,1035.0,51.0,33.0
120,222,427,210,208.0,410.0,29.0,34.0
84,647,754,210,636.0,725.0,23.0,59.0
100,470,688,210,452.0,652.0,36.0,72.0
165,258,881,211,245.0,868.0,26.0,26.0
148,303,309,211,289.0,280.0,29.0,59.0
305,189,1052,211,164.0,1036.0,51.0,32.0
144,516,1031,211,496.0,1023.0,40.0,17.0
222,821,890,211,803.0,867.0,36.0,46.0
29,958,1032,211,936.0,1020.0,45.0,24.0
143,323,626,211,303.0,600.0,40.0,52.0
145,397,890,211,384.0,867.0,27.0,46.0
134,1378,733,211,1368.0,714.0,21.0,38.0
122,968,857,211,953.0,836.0,30.0,43.0
120,222,427,211,208.0,410.0,29.0,34.0
84,647,754,211,636.0,725.0,23.0,59.0
100,466,687,211,451.0,652.0,30.0,71.0
144,515,1031,212,495.0,1023.0,40.0,16.0
222,821,890,212,803.0,867.0,36.0,46.0
145,400,890,212,384.0,867.0,33.0,47.0
134,1381,733,212,1368.0,715.0,26.0,37.0
165,259,880,212,245.0,867.0,29.0,27.0
120,223,428,212,208.0,410.0,30.0,37.0
143,369,645,212,350.0,632.0,38.0,26.0
110,212,672,212,198.0,647.0,28.0,51.0
305,112,1062,212,88.0,1045.0,48.0,35.0
122,968,857,212,954.0,836.0,29.0,43.0
84,648,754,212,637.0,726.0,22.0,57.0
29,951,1032,212,922.0,1019.0,59.0,26.0
305,189,1055,213,164.0,1037.0,50.0,36.0
84,647,759,213,636.0,736.0,23.0,47.0
110,212,672,213,197.0,647.0,30.0,50.0
165,259,879,213,245.0,865.0,28.0,29.0
118,1196,628,213,1179.0,600.0,34.0,57.0
144,512,1031,213,490.0,1023.0,44.0,16.0
122,968,857,213,954.0,836.0,29.0,43.0
222,821,890,213,803.0,867.0,36.0,46.0
120,223,428,213,208.0,410.0,30.0,37.0
29,957,1032,213,934.0,1020.0,46.0,25.0
134,1379,734,213,1368.0,716.0,22.0,36.0
148,305,310,213,290.0,282.0,31.0,57.0
143,323,626,213,303.0,601.0,41.0,50.0
145,396,886,213,384.0,858.0,25.0,56.0
305,189,1054,214,164.0,1035.0,51.0,39.0
29,956,1032,214,934.0,1020.0,45.0,25.0
110,211,671,214,197.0,647.0,29.0,49.0
145,397,886,214,384.0,859.0,26.0,55.0
165,259,879,214,245.0,864.0,28.0,30.0
134,1381,737,214,1368.0,717.0,27.0,40.0
118,1195,630,214,1177.0,602.0,36.0,57.0
84,647,754,214,636.0,727.0,23.0,55.0
143,323,626,214,303.0,601.0,41.0,51.0
122,968,858,214,954.0,837.0,29.0,42.0
144,511,1031,214,489.0,1023.0,44.0,16.0
120,221,430,214,205.0,410.0,33.0,40.0
222,821,889,214,803.0,866.0,37.0,47.0
148,305,308,215,288.0,278.0,34.0,60.0
120,220,430,215,203.0,410.0,35.0,40.0
165,259,879,215,245.0,864.0,28.0,30.0
305,112,1062,215,88.0,1044.0,49.0,36.0
143,324,626,215,302.0,601.0,44.0,50.0
84,646,755,215,635.0,726.0,23.0,58.0
29,949,1031,215,920.0,1018.0,58.0,27.0
122,968,855,215,954.0,837.0,29.0,36.0
145,397,888,215,384.0,861.0,26.0,55.0
222,745,883,215,736.0,859.0,19.0,49.0
144,505,1030,215,479.0,1022.0,53.0,17.0
118,1195,630,215,1177.0,603.0,36.0,55.0
134,1382,737,215,1368.0,717.0,29.0,40.0
110,212,672,215,198.0,647.0,29.0,50.0
222,745,883,216,736.0,859.0,18.0,49.0
144,505,1031,216,480.0,1023.0,50.0,16.0
120,219,431,216,201.0,410.0,37.0,43.0
148,304,307,216,288.0,277.0,33.0,60.0
118,1194,630,216,1175.0,604.0,38.0,53.0
122,968,855,216,954.0,837.0,29.0,36.0
165,260,867,216,245.0,841.0,30.0,53.0
110,212,672,216,197.0,648.0,30.0,49.0
143,326,625,216,305.0,601.0,42.0,49.0
145,396,882,216,383.0,847.0,27.0,71.0
305,110,1063,216,89.0,1046.0,42.0,34.0
29,955,1031,216,932.0,1018.0,46.0,27.0
134,1383,737,216,1368.0,718.0,30.0,38.0
84,646,755,216,634.0,726.0,24.0,58.0
144,503,1031,217,477.0,1023.0,52.0,17.0
84,651,761,217,634.0,726.0,34.0,70.0
145,397,882,217,383.0,847.0,28.0,70.0
29,954,1031,217,930.0,1018.0,48.0,26.0
148,305,306,217,289.0,276.0,33.0,60.0
222,745,883,217,736.0,859.0,18.0,49.0
134,1382,735,217,1367.0,717.0,30.0,36.0
165,259,867,217,245.0,841.0,28.0,53.0
305,110,1063,217,90.0,1046.0,41.0,34.0
118,1193,630,217,1174.0,604.0,38.0,52.0
110,213,672,217,198.0,648.0,30.0,48.0
122,968,855,217,954.0,837.0,29.0,37.0
148,306,306,218,289.0,278.0,34.0,57.0
29,953,1031,218,930.0,1018.0,47.0,26.0
118,1192,630,218,1173.0,606.0,39.0,48.0
134,1382,732,218,1367.0,711.0,30.0,42.0
84,651,767,218,634.0,737.0,34.0,60.0
110,213,670,218,198.0,648.0,30.0,44.0
165,204,894,218,193.0,881.0,23.0,26.0
122,968,852,218,954.0,837.0,29.0,31.0
305,116,1062,218,92.0,1045.0,49.0,35.0
145,397,878,218,383.0,848.0,28.0,61.0
144,501,1031,218,476.0,1022.0,51.0,18.0
145,399,876,219,384.0,848.0,31.0,56.0
165,204,893,219,193.0,881.0,23.0,25.0
29,953,1031,219,930.0,1018.0,47.0,26.0
144,502,1031,219,478.0,1023.0,48.0,17.0
122,968,852,219,954.0,837.0,29.0,31.0
134,1382,732,219,1368.0,711.0,29.0,43.0
118,1191,630,219,1171.0,607.0,40.0,46.0
148,307,305,219,289.0,277.0,36.0,57.0
305,117,1062,219,92.0,1046.0,50.0,33.0
110,213,670,219,198.0,648.0,30.0,44.0
84,650,767,219,633.0,737.0,35.0,60.0
84,650,768,220,632.0,738.0,36.0,60.0
144,497,1031,220,472.0,1023.0,51.0,17.0
122,969,852,220,955.0,837.0,28.0,31.0
118,1190,630,220,1170.0,607.0,41.0,46.0
134,1382,735,220,1369.0,717.0,27.0,36.0
165,204,894,220,192.0,883.0,24.0,23.0
305,117,1063,220,93.0,1047.0,49.0,32.0
145,448,832,220,439.0,813.0,18.0,38.0
29,947,1031,220,918.0,1019.0,58.0,25.0
29,953,1030,221,930.0,1018.0,46.0,25.0
122,969,850,221,955.0,836.0,28.0,29.0
148,308,309,221,288.0,287.0,40.0,45.0
110,214,670,221,198.0,649.0,32.0,43.0
134,1380,735,221,1368.0,717.0,25.0,36.0
144,497,1031,221,472.0,1023.0,51.0,17.0
165,204,893,221,193.0,881.0,23.0,25.0
84,650,767,221,633.0,736.0,35.0,63.0
145,448,832,221,439.0,813.0,18.0,38.0
305,113,1061,221,94.0,1044.0,39.0,35.0
122,969,850,222,955.0,836.0,28.0,29.0
165,204,893,222,193.0,881.0,23.0,25.0
110,213,670,222,198.0,648.0,31.0,44.0
118,1188,630,222,1167.0,609.0,42.0,42.0
222,680,908,222,669.0,893.0,22.0,31.0
134,1383,735,222,1368.0,717.0,30.0,36.0
145,400,886,222,384.0,849.0,32.0,75.0
144,497,1031,222,472.0,1023.0,50.0,17.0
84,644,760,222,631.0,736.0,26.0,48.0
29,953,1030,222,930.0,1018.0,46.0,25.0
305,113,1062,222,94.0,1046.0,39.0,33.0
222,680,908,223,670.0,893.0,21.0,31.0
148,311,304,223,288.0,279.0,47.0,51.0
134,1385,735,223,1367.0,717.0,37.0,36.0
110,213,670,223,198.0,648.0,31.0,44.0
144,496,1031,223,472.0,1023.0,48.0,16.0
305,120,1062,223,95.0,1047.0,50.0,31.0
165,204,893,223,192.0,881.0,24.0,25.0
29,947,1031,223,918.0,1018.0,58.0,26.0
143,333,626,223,308.0,606.0,50.0,41.0
145,448,832,223,439.0,813.0,18.0,38.0
84,649,767,223,631.0,735.0,37.0,65.0
122,968,850,223,955.0,836.0,27.0,29.0
165,204,893,224,192.0,881.0,24.0,25.0
222,745,884,224,736.0,860.0,18.0,49.0
148,312,305,224,289.0,281.0,47.0,49.0
144,495,1031,224,471.0,1023.0,48.0,17.0
145,448,832,224,439.0,813.0,18.0,38.0
29,946,1031,224,918.0,1019.0,57.0,25.0
134,1386,735,224,1368.0,718.0,37.0,35.0
110,214,669,224,198.0,648.0,32.0,43.0
120,224,429,224,209.0,410.0,31.0,39.0
84,649,767,224,631.0,736.0,37.0,63.0
122,968,851,224,955.0,837.0,27.0,28.0
305,121,1062,224,96.0,1046.0,50.0,32.0
84,649,767,225,630.0,735.0,38.0,64.0
134,1387,735,225,1368.0,717.0,38.0,36.0
222,770,882,225,751.0,869.0,38.0,27.0
145,448,831,225,439.0,813.0,18.0,37.0
144,493,1031,225,468.0,1023.0,50.0,17.0
305,121,1061,225,97.0,1045.0,48.0,32.0
118,1185,631,225,1164.0,612.0,43.0,39.0
29,946,1031,225,918.0,1018.0,57.0,27.0
165,204,892,225,193.0,879.0,23.0,27.0
148,312,306,225,289.0,282.0,47.0,48.0
