id,center_x,center_y,time,x,y,w,h
59,343,664,113,326.0,647.0,35.0,34.0
113,910,861,113,887.0,850.0,47.0,22.0
55,675,623,113,663.0,607.0,25.0,32.0
29,1077,1026,113,1047.0,1016.0,61.0,20.0
21,1016,656,113,1003.0,635.0,26.0,42.0
43,393,858,113,382.0,842.0,22.0,32.0
84,712,857,113,693.0,846.0,39.0,23.0
64,329,422,113,306.0,407.0,46.0,30.0
29,1075,1026,114,1045.0,1016.0,61.0,21.0
84,712,858,114,693.0,846.0,39.0,24.0
113,909,861,114,887.0,850.0,45.0,22.0
64,328,421,114,306.0,407.0,45.0,29.0
55,676,622,114,663.0,607.0,26.0,31.0
59,340,664,114,326.0,647.0,29.0,34.0
21,1016,651,114,1003.0,625.0,26.0,53.0
21,1016,653,115,1003.0,627.0,26.0,53.0
55,676,623,115,663.0,608.0,26.0,31.0
64,328,422,115,306.0,408.0,44.0,28.0
84,712,858,115,693.0,846.0,39.0,24.0
113,909,861,115,887.0,850.0,45.0,22.0
59,346,660,115,326.0,639.0,40.0,42.0
29,1074,1025,115,1043.0,1015.0,62.0,21.0
84,712,858,116,693.0,847.0,39.0,23.0
59,340,664,116,326.0,647.0,29.0,34.0
55,675,624,116,663.0,609.0,25.0,30.0
64,328,421,116,304.0,407.0,48.0,29.0
21,1015,659,116,1002.0,636.0,27.0,46.0
29,1071,1025,116,1040.0,1015.0,63.0,21.0
55,678,624,117,668.0,609.0,20.0,30.0
29,1070,1026,117,1040.0,1016.0,61.0,21.0
64,328,421,117,305.0,407.0,47.0,28.0
21,1016,655,117,1003.0,637.0,26.0,36.0
59,343,663,117,326.0,647.0,35.0,33.0
84,712,858,117,693.0,846.0,39.0,24.0
64,328,419,118,305.0,405.0,46.0,28.0
84,712,858,118,693.0,846.0,39.0,24.0
59,343,663,118,326.0,647.0,35.0,33.0
55,678,624,118,668.0,610.0,20.0,28.0
113,912,891,118,888.0,875.0,48.0,33.0
21,1015,655,118,1003.0,637.0,25.0,36.0
29,1074,1026,118,1049.0,1016.0,50.0,20.0
29,1068,1028,119,1038.0,1017.0,60.0,22.0
55,676,624,119,665.0,610.0,22.0,28.0
64,327,417,119,305.0,403.0,44.0,29.0
84,713,857,119,694.0,846.0,38.0,23.0
21,1015,655,119,1002.0,624.0,27.0,62.0
59,343,663,119,326.0,647.0,35.0,33.0
113,907,891,120,886.0,875.0,43.0,33.0
84,712,857,120,694.0,846.0,37.0,23.0
21,1013,655,120,1002.0,624.0,23.0,63.0
43,392,869,120,382.0,845.0,20.0,48.0
29,1067,1028,120,1038.0,1017.0,59.0,22.0
59,343,663,120,326.0,647.0,35.0,33.0
55,675,624,120,664.0,610.0,23.0,28.0
64,326,417,120,303.0,402.0,46.0,31.0
29,1066,1028,121,1037.0,1017.0,59.0,23.0
113,908,891,121,888.0,875.0,41.0,33.0
59,343,663,121,326.0,647.0,35.0,33.0
43,394,868,121,386.0,845.0,16.0,47.0
21,1015,668,121,1006.0,648.0,19.0,41.0
55,675,624,121,664.0,610.0,23.0,28.0
64,328,416,121,306.0,400.0,45.0,32.0
84,713,857,121,694.0,846.0,38.0,23.0
84,713,857,122,694.0,846.0,38.0,23.0
64,296,414,122,288.0,395.0,17.0,38.0
29,1065,1028,122,1036.0,1017.0,58.0,23.0
59,344,663,122,327.0,647.0,34.0,33.0
21,1016,669,122,1006.0,647.0,20.0,45.0
55,677,624,122,667.0,610.0,21.0,28.0
113,909,891,122,888.0,875.0,42.0,33.0
122,814,809,122,802.0,794.0,25.0,31.0
43,392,868,122,382.0,845.0,21.0,46.0
122,814,809,123,802.0,794.0,25.0,31.0
43,392,867,123,382.0,846.0,21.0,43.0
21,1014,658,123,1001.0,623.0,27.0,70.0
29,1064,1028,123,1035.0,1017.0,58.0,22.0
84,712,857,123,693.0,846.0,38.0,23.0
64,296,413,123,288.0,395.0,17.0,37.0
59,344,667,123,327.0,655.0,34.0,25.0
113,909,891,123,888.0,875.0,42.0,33.0
55,676,624,123,664.0,610.0,24.0,28.0
55,676,624,124,664.0,610.0,24.0,28.0
43,393,868,124,381.0,846.0,24.0,44.0
113,913,894,124,888.0,875.0,50.0,38.0
122,815,810,124,803.0,795.0,24.0,30.0
21,1014,640,124,1001.0,603.0,26.0,74.0
84,712,857,124,693.0,846.0,38.0,23.0
29,1063,1028,124,1034.0,1017.0,58.0,23.0
59,344,667,124,327.0,655.0,34.0,25.0
64,296,414,124,288.0,395.0,17.0,38.0
55,676,624,125,664.0,611.0,24.0,27.0
29,1062,1028,125,1033.0,1017.0,58.0,23.0
64,296,414,125,288.0,395.0,17.0,38.0
43,393,865,125,381.0,847.0,24.0,37.0
122,808,813,125,789.0,793.0,38.0,40.0
21,1014,651,125,1001.0,624.0,26.0,54.0
113,913,894,125,889.0,876.0,49.0,36.0
59,344,667,125,327.0,655.0,34.0,24.0
84,712,860,125,693.0,846.0,38.0,29.0
122,808,813,126,789.0,793.0,39.0,40.0
55,677,623,126,667.0,610.0,21.0,27.0
64,337,412,126,313.0,393.0,49.0,39.0
59,341,667,126,327.0,655.0,29.0,24.0
113,913,894,126,889.0,875.0,48.0,38.0
29,1060,1028,126,1031.0,1018.0,59.0,21.0
21,1014,651,126,1001.0,624.0,26.0,55.0
84,712,860,126,693.0,846.0,38.0,29.0
43,393,864,126,381.0,847.0,25.0,35.0
64,337,411,127,313.0,393.0,49.0,37.0
59,341,667,127,327.0,655.0,29.0,24.0
113,913,894,127,889.0,876.0,49.0,37.0
29,1059,1028,127,1030.0,1018.0,58.0,21.0
84,671,767,127,658.0,740.0,26.0,54.0
122,809,812,127,789.0,793.0,40.0,39.0
59,384,640,128,367.0,629.0,34.0,22.0
43,394,864,128,382.0,847.0,24.0,34.0
122,809,811,128,790.0,791.0,39.0,40.0
55,678,622,128,667.0,609.0,22.0,27.0
84,712,857,128,693.0,846.0,38.0,23.0
29,1058,1029,128,1029.0,1018.0,58.0,22.0
113,912,894,128,887.0,876.0,50.0,37.0
64,338,411,128,314.0,393.0,49.0,37.0
113,911,894,129,887.0,876.0,48.0,36.0
59,384,639,129,367.0,629.0,34.0,21.0
29,1056,1028,129,1029.0,1017.0,54.0,23.0
84,712,857,129,693.0,846.0,38.0,23.0
64,339,409,129,316.0,391.0,47.0,37.0
122,809,811,129,789.0,791.0,40.0,40.0
55,676,622,129,664.0,609.0,25.0,27.0
55,676,622,130,664.0,610.0,25.0,24.0
84,712,860,130,693.0,846.0,39.0,29.0
122,810,811,130,790.0,792.0,40.0,38.0
29,1054,1029,130,1027.0,1018.0,54.0,22.0
59,384,640,130,367.0,629.0,34.0,22.0
113,909,893,130,886.0,876.0,47.0,34.0
29,1052,1029,131,1026.0,1018.0,52.0,22.0
122,810,811,131,791.0,792.0,39.0,38.0
55,676,622,131,664.0,610.0,25.0,24.0
84,712,860,131,693.0,846.0,38.0,29.0
59,384,639,131,367.0,629.0,34.0,21.0
113,911,893,131,890.0,876.0,43.0,34.0
29,1045,1029,132,1014.0,1018.0,63.0,23.0
84,667,764,132,652.0,736.0,31.0,57.0
113,909,893,132,886.0,875.0,46.0,36.0
59,384,639,132,368.0,628.0,33.0,23.0
136,712,861,132,694.0,847.0,37.0,29.0
64,346,408,132,320.0,391.0,52.0,35.0
122,808,811,132,787.0,792.0,43.0,38.0
122,808,810,133,787.0,792.0,43.0,37.0
29,1051,1028,133,1027.0,1018.0,49.0,20.0
136,712,861,133,694.0,847.0,37.0,29.0
84,667,770,133,652.0,747.0,31.0,46.0
55,676,619,133,663.0,607.0,26.0,25.0
113,908,893,133,886.0,876.0,45.0,35.0
59,384,639,133,368.0,628.0,33.0,23.0
136,712,861,134,694.0,847.0,37.0,29.0
29,1050,1032,134,1026.0,1018.0,49.0,29.0
122,808,810,134,786.0,792.0,44.0,36.0
84,668,769,134,654.0,746.0,29.0,47.0
113,908,893,134,886.0,875.0,45.0,36.0
59,384,639,134,368.0,628.0,33.0,23.0
136,713,861,135,695.0,847.0,36.0,28.0
113,907,893,135,885.0,875.0,45.0,37.0
29,1050,1028,135,1025.0,1018.0,50.0,20.0
84,667,769,135,651.0,746.0,32.0,47.0
122,808,809,135,787.0,792.0,43.0,35.0
64,348,404,135,326.0,387.0,45.0,34.0
59,385,639,135,368.0,627.0,34.0,24.0
136,713,861,136,695.0,847.0,36.0,28.0
122,808,809,136,787.0,792.0,43.0,35.0
84,668,769,136,653.0,746.0,30.0,47.0
64,352,402,136,329.0,385.0,47.0,35.0
59,384,639,136,368.0,627.0,33.0,24.0
29,1048,1028,136,1022.0,1018.0,52.0,20.0
122,808,809,137,787.0,792.0,43.0,35.0
136,713,861,137,695.0,847.0,36.0,29.0
84,668,769,137,655.0,746.0,27.0,47.0
59,384,638,137,368.0,627.0,33.0,22.0
29,1048,1027,137,1023.0,1018.0,50.0,19.0
136,713,861,138,695.0,847.0,36.0,29.0
29,1043,1029,138,1015.0,1018.0,56.0,23.0
59,385,638,138,369.0,626.0,32.0,25.0
122,808,809,138,787.0,792.0,43.0,35.0
84,664,764,138,646.0,736.0,36.0,57.0
136,713,861,139,695.0,847.0,36.0,29.0
122,808,809,139,787.0,792.0,43.0,34.0
59,384,638,139,368.0,625.0,33.0,26.0
29,1044,1028,139,1019.0,1018.0,50.0,20.0
84,669,769,139,656.0,745.0,26.0,49.0
122,808,809,140,787.0,792.0,43.0,35.0
84,668,769,140,655.0,744.0,27.0,50.0
29,1037,1028,140,1006.0,1018.0,62.0,20.0
136,713,861,140,695.0,847.0,36.0,28.0
59,384,637,140,367.0,625.0,34.0,24.0
59,383,637,141,366.0,624.0,35.0,26.0
136,712,861,141,695.0,847.0,35.0,29.0
84,668,769,141,655.0,744.0,26.0,50.0
29,1037,1029,141,1008.0,1019.0,59.0,20.0
122,808,809,141,787.0,792.0,43.0,34.0
84,668,768,142,655.0,743.0,26.0,51.0
97,978,621,142,957.0,601.0,43.0,40.0
59,383,636,142,366.0,624.0,34.0,25.0
122,902,894,142,877.0,875.0,50.0,38.0
29,1033,1029,142,1003.0,1018.0,61.0,23.0
136,712,861,142,695.0,847.0,35.0,29.0
122,808,808,143,787.0,791.0,43.0,35.0
97,978,614,143,962.0,600.0,32.0,29.0
84,664,761,143,647.0,729.0,34.0,64.0
59,382,637,143,365.0,625.0,34.0,24.0
29,1030,1029,143,1001.0,1018.0,59.0,22.0
136,712,863,143,695.0,847.0,35.0,32.0
113,902,894,143,877.0,875.0,50.0,38.0
122,804,813,144,788.0,800.0,33.0,26.0
113,902,894,144,877.0,875.0,50.0,38.0
59,382,637,144,365.0,625.0,34.0,24.0
84,664,761,144,647.0,730.0,34.0,63.0
29,1027,1030,144,996.0,1019.0,62.0,22.0
136,712,863,144,695.0,847.0,35.0,32.0
97,978,614,144,962.0,600.0,32.0,29.0
59,382,637,145,365.0,625.0,34.0,24.0
136,712,862,145,695.0,846.0,35.0,32.0
29,1026,1034,145,995.0,1020.0,62.0,28.0
84,665,766,145,650.0,741.0,31.0,51.0
122,819,808,145,809.0,791.0,21.0,35.0
113,902,893,145,877.0,874.0,50.0,39.0
97,981,621,145,962.0,600.0,38.0,42.0
100,463,719,146,453.0,693.0,20.0,53.0
84,665,761,146,649.0,729.0,32.0,64.0
59,382,636,146,365.0,623.0,34.0,26.0
122,819,808,146,809.0,791.0,21.0,35.0
113,911,899,146,897.0,886.0,29.0,27.0
29,1025,1030,146,994.0,1020.0,62.0,20.0
136,712,862,146,695.0,846.0,35.0,33.0
97,979,615,146,963.0,600.0,32.0,30.0
122,809,808,147,788.0,791.0,42.0,34.0
59,382,635,147,365.0,622.0,34.0,27.0
97,981,621,147,963.0,600.0,37.0,43.0
29,1024,1030,147,993.0,1020.0,62.0,21.0
136,712,862,147,695.0,847.0,35.0,31.0
113,910,893,147,894.0,874.0,33.0,38.0
84,667,767,147,653.0,741.0,28.0,53.0
59,381,637,148,365.0,625.0,32.0,24.0
122,811,808,148,792.0,791.0,38.0,34.0
84,666,765,148,651.0,740.0,30.0,51.0
97,982,622,148,963.0,601.0,38.0,42.0
136,676,913,148,655.0,902.0,42.0,23.0
113,910,899,148,895.0,886.0,31.0,26.0
29,1029,1028,148,1004.0,1019.0,50.0,19.0
97,982,622,149,963.0,601.0,38.0,42.0
122,811,810,149,792.0,791.0,38.0,38.0
100,465,707,149,456.0,687.0,19.0,40.0
113,909,899,149,894.0,886.0,30.0,26.0
84,666,762,149,651.0,733.0,30.0,58.0
136,713,862,149,696.0,847.0,34.0,31.0
59,381,637,149,365.0,626.0,32.0,23.0
29,1021,1029,149,990.0,1019.0,63.0,21.0
136,675,913,150,655.0,902.0,41.0,23.0
122,819,808,150,809.0,791.0,21.0,34.0
29,1020,1029,150,989.0,1020.0,62.0,19.0
84,666,762,150,651.0,733.0,30.0,58.0
97,982,623,150,964.0,602.0,37.0,42.0
59,381,637,150,365.0,626.0,32.0,23.0
100,465,706,150,456.0,687.0,19.0,38.0
84,665,760,151,650.0,729.0,31.0,62.0
100,463,703,151,455.0,681.0,17.0,44.0
122,808,808,151,787.0,791.0,43.0,34.0
305,92,1062,151,71.0,1044.0,43.0,36.0
59,381,637,151,366.0,627.0,31.0,21.0
29,1018,1029,151,986.0,1019.0,64.0,21.0
136,676,913,151,656.0,902.0,40.0,23.0
97,983,623,151,964.0,602.0,38.0,42.0
59,381,638,152,365.0,627.0,33.0,22.0
29,1021,1028,152,995.0,1018.0,53.0,21.0
84,665,760,152,650.0,729.0,31.0,62.0
122,819,808,152,809.0,791.0,21.0,34.0
100,463,703,152,454.0,681.0,18.0,44.0
136,676,913,152,656.0,902.0,40.0,23.0
305,91,1062,152,71.0,1044.0,41.0,36.0
97,983,623,152,964.0,602.0,38.0,43.0
305,91,1061,153,72.0,1043.0,38.0,37.0
100,462,720,153,453.0,691.0,19.0,59.0
97,983,623,153,964.0,602.0,38.0,42.0
122,807,844,153,785.0,830.0,45.0,28.0
59,381,638,153,365.0,627.0,33.0,22.0
84,667,773,153,654.0,756.0,27.0,35.0
136,676,913,153,656.0,902.0,40.0,22.0
29,1014,1028,153,983.0,1017.0,62.0,22.0
136,676,913,154,656.0,902.0,40.0,22.0
29,1011,1029,154,981.0,1018.0,61.0,22.0
84,666,774,154,652.0,758.0,29.0,33.0
305,91,1061,154,72.0,1043.0,38.0,37.0
97,982,618,154,963.0,591.0,39.0,54.0
59,381,638,154,365.0,627.0,33.0,23.0
100,464,713,154,454.0,686.0,20.0,54.0
97,982,623,155,962.0,602.0,40.0,43.0
59,382,639,155,366.0,627.0,32.0,24.0
136,676,913,155,656.0,902.0,40.0,22.0
305,90,1061,155,72.0,1042.0,37.0,38.0
100,465,713,155,455.0,686.0,20.0,54.0
113,965,859,155,952.0,841.0,27.0,36.0
84,665,774,155,651.0,759.0,29.0,31.0
29,1008,1029,155,978.0,1018.0,61.0,22.0
100,463,722,156,454.0,693.0,18.0,58.0
113,966,859,156,952.0,841.0,28.0,36.0
110,208,679,156,196.0,665.0,25.0,29.0
97,982,618,156,963.0,592.0,39.0,53.0
136,676,913,156,656.0,902.0,40.0,22.0
305,90,1061,156,72.0,1042.0,37.0,38.0
59,382,639,156,366.0,627.0,32.0,24.0
29,1006,1028,156,975.0,1017.0,62.0,22.0
97,982,618,157,963.0,592.0,39.0,53.0
110,208,679,157,196.0,665.0,25.0,29.0
29,1005,1029,157,974.0,1019.0,63.0,21.0
136,676,913,157,656.0,902.0,40.0,22.0
100,463,717,157,453.0,683.0,20.0,68.0
113,883,886,157,869.0,873.0,29.0,27.0
305,92,1061,157,72.0,1042.0,41.0,38.0
97,982,623,158,963.0,602.0,39.0,43.0
136,673,912,158,656.0,902.0,35.0,20.0
100,463,721,158,453.0,692.0,20.0,58.0
113,964,860,158,948.0,840.0,33.0,41.0
305,91,1060,158,72.0,1041.0,38.0,39.0
29,1005,1029,158,974.0,1019.0,63.0,21.0
112,460,827,158,440.0,814.0,41.0,26.0
100,462,721,159,453.0,692.0,19.0,59.0
29,1005,1030,159,975.0,1020.0,60.0,20.0
84,667,774,159,655.0,759.0,25.0,30.0
305,90,1060,159,71.0,1041.0,39.0,39.0
136,673,912,159,656.0,902.0,35.0,20.0
113,893,890,159,868.0,872.0,51.0,36.0
97,983,619,159,963.0,593.0,40.0,52.0
112,460,827,159,440.0,814.0,41.0,26.0
113,806,909,160,787.0,878.0,38.0,62.0
84,666,760,160,652.0,731.0,29.0,58.0
29,1004,1029,160,975.0,1019.0,59.0,21.0
97,983,623,160,963.0,602.0,40.0,43.0
136,673,912,160,656.0,902.0,35.0,20.0
112,460,827,160,439.0,814.0,42.0,26.0
110,207,679,160,196.0,664.0,23.0,30.0
100,459,710,160,445.0,680.0,28.0,60.0
305,90,1060,160,71.0,1040.0,38.0,40.0
113,882,886,161,867.0,872.0,31.0,28.0
97,983,624,161,963.0,602.0,40.0,44.0
110,208,680,161,196.0,662.0,24.0,37.0
29,1007,1029,161,981.0,1020.0,52.0,19.0
84,667,774,161,655.0,759.0,25.0,30.0
136,752,874,161,741.0,860.0,22.0,28.0
100,457,710,161,443.0,674.0,29.0,72.0
112,460,826,161,439.0,814.0,42.0,25.0
118,1216,593,161,1206.0,576.0,20.0,34.0
305,89,1060,161,71.0,1040.0,37.0,40.0
136,673,912,162,656.0,902.0,35.0,20.0
97,983,624,162,964.0,602.0,39.0,44.0
112,460,826,162,439.0,814.0,42.0,25.0
118,1216,589,162,1206.0,568.0,20.0,43.0
120,223,435,162,201.0,413.0,45.0,45.0
305,90,1060,162,71.0,1040.0,38.0,40.0
110,208,681,162,197.0,661.0,23.0,41.0
100,462,718,162,452.0,690.0,20.0,56.0
113,806,912,162,788.0,885.0,37.0,55.0
84,664,745,162,649.0,730.0,30.0,30.0
29,1000,1030,162,969.0,1020.0,63.0,20.0
110,208,679,163,197.0,660.0,23.0,39.0
120,224,435,163,202.0,413.0,44.0,45.0
29,1006,1029,163,981.0,1019.0,50.0,21.0
112,460,826,163,439.0,814.0,42.0,25.0
122,806,909,163,787.0,878.0,39.0,62.0
118,1216,589,163,1206.0,567.0,20.0,45.0
305,89,1060,163,71.0,1040.0,37.0,40.0
97,984,623,163,964.0,602.0,40.0,43.0
136,753,874,163,741.0,860.0,25.0,28.0
113,882,886,163,867.0,872.0,31.0,28.0
118,1216,591,164,1206.0,567.0,20.0,48.0
100,457,714,164,441.0,682.0,33.0,65.0
29,1004,1028,164,980.0,1016.0,49.0,24.0
97,984,619,164,965.0,594.0,39.0,50.0
120,224,431,164,202.0,413.0,44.0,36.0
122,806,904,164,787.0,878.0,39.0,52.0
305,91,1059,164,71.0,1039.0,40.0,41.0
84,664,742,164,648.0,726.0,32.0,33.0
112,394,876,164,384.0,857.0,20.0,39.0
110,208,679,164,197.0,660.0,22.0,39.0
97,985,623,165,966.0,602.0,38.0,42.0
112,392,877,165,382.0,858.0,21.0,39.0
118,1216,591,165,1206.0,567.0,20.0,49.0
100,456,715,165,441.0,683.0,31.0,64.0
120,223,435,165,200.0,413.0,46.0,45.0
305,91,1059,165,71.0,1039.0,41.0,41.0
29,1001,1030,165,975.0,1019.0,52.0,22.0
122,966,858,165,952.0,838.0,29.0,40.0
110,208,679,165,197.0,659.0,22.0,41.0
122,807,907,166,788.0,885.0,39.0,45.0
305,180,1052,166,163.0,1037.0,35.0,30.0
110,207,679,166,197.0,659.0,21.0,41.0
100,462,713,166,453.0,688.0,19.0,50.0
97,985,623,166,966.0,602.0,39.0,42.0
112,392,878,166,381.0,858.0,23.0,40.0
127,635,630,166,622.0,601.0,27.0,58.0
29,997,1030,166,971.0,1020.0,53.0,20.0
118,1215,592,166,1205.0,567.0,21.0,50.0
120,223,435,166,200.0,413.0,46.0,45.0
112,391,878,167,379.0,858.0,24.0,40.0
122,966,857,167,952.0,837.0,29.0,40.0
100,463,717,167,454.0,687.0,18.0,60.0
118,1215,593,167,1205.0,568.0,21.0,51.0
110,207,679,167,197.0,659.0,21.0,41.0
120,223,432,167,200.0,413.0,46.0,38.0
29,991,1030,167,961.0,1018.0,60.0,24.0
84,662,741,167,649.0,725.0,27.0,33.0
97,985,623,167,966.0,602.0,39.0,42.0
305,92,1060,167,72.0,1040.0,41.0,40.0
127,633,617,167,618.0,601.0,31.0,33.0
118,1215,594,168,1205.0,569.0,21.0,51.0
100,461,715,168,452.0,685.0,19.0,61.0
122,807,907,168,788.0,885.0,39.0,44.0
29,988,1031,168,958.0,1020.0,61.0,22.0
120,223,432,168,200.0,413.0,46.0,38.0
112,390,878,168,378.0,858.0,24.0,40.0
127,635,630,168,621.0,602.0,28.0,57.0
305,94,1060,168,72.0,1041.0,44.0,39.0
110,207,679,168,197.0,658.0,21.0,42.0
97,985,623,168,966.0,603.0,39.0,41.0
84,664,774,168,652.0,760.0,25.0,28.0
305,180,1052,169,163.0,1038.0,34.0,29.0
120,223,431,169,200.0,413.0,46.0,37.0
118,1216,595,169,1205.0,570.0,22.0,51.0
100,457,708,169,441.0,671.0,32.0,74.0
122,966,856,169,952.0,836.0,29.0,41.0
97,985,623,169,965.0,603.0,40.0,41.0
127,724,599,169,710.0,582.0,29.0,34.0
84,663,774,169,649.0,760.0,28.0,28.0
110,207,680,169,197.0,657.0,21.0,47.0
112,389,879,169,377.0,860.0,25.0,38.0
136,674,911,169,658.0,901.0,33.0,20.0
29,986,1031,169,956.0,1020.0,61.0,23.0
29,985,1032,170,955.0,1020.0,61.0,24.0
110,207,681,170,197.0,657.0,21.0,48.0
136,674,911,170,658.0,901.0,32.0,20.0
100,456,713,170,441.0,681.0,31.0,64.0
112,389,879,170,377.0,860.0,25.0,38.0
118,1215,596,170,1204.0,570.0,23.0,53.0
97,985,623,170,965.0,603.0,40.0,41.0
120,220,432,170,200.0,414.0,40.0,36.0
305,95,1061,170,74.0,1043.0,43.0,37.0
127,724,598,170,710.0,581.0,29.0,35.0
84,663,774,170,649.0,761.0,28.0,27.0
122,966,856,170,952.0,836.0,29.0,41.0
84,662,773,171,649.0,760.0,27.0,27.0
112,388,878,171,375.0,859.0,26.0,39.0
97,985,623,171,965.0,603.0,40.0,41.0
136,674,911,171,658.0,902.0,33.0,19.0
118,1215,596,171,1203.0,570.0,24.0,53.0
127,725,598,171,712.0,580.0,27.0,36.0
100,455,712,171,441.0,680.0,29.0,64.0
110,208,680,171,197.0,657.0,22.0,47.0
120,220,432,171,200.0,414.0,40.0,36.0
122,967,856,171,952.0,836.0,30.0,41.0
305,181,1053,171,163.0,1038.0,36.0,30.0
127,725,599,172,712.0,582.0,27.0,34.0
136,674,911,172,658.0,901.0,33.0,20.0
134,1378,704,172,1367.0,690.0,22.0,28.0
120,220,432,172,200.0,414.0,40.0,36.0
305,181,1053,172,163.0,1038.0,37.0,30.0
112,388,878,172,375.0,860.0,27.0,37.0
110,208,680,172,197.0,657.0,22.0,47.0
97,985,623,172,965.0,603.0,40.0,41.0
118,1214,597,172,1202.0,571.0,25.0,53.0
84,662,774,172,649.0,761.0,27.0,26.0
122,967,857,172,952.0,836.0,30.0,42.0
100,460,712,172,451.0,681.0,19.0,62.0
305,182,1052,173,163.0,1036.0,38.0,33.0
100,460,711,173,450.0,680.0,21.0,62.0
120,225,430,173,210.0,414.0,30.0,33.0
29,988,1038,173,963.0,1021.0,51.0,35.0
134,1378,705,173,1367.0,690.0,22.0,31.0
97,985,624,173,965.0,604.0,40.0,40.0
136,674,910,173,658.0,900.0,33.0,21.0
127,725,599,173,712.0,582.0,27.0,34.0
118,1214,598,173,1200.0,572.0,28.0,53.0
112,388,878,173,374.0,860.0,28.0,37.0
110,208,681,173,197.0,659.0,22.0,45.0
84,662,774,173,648.0,761.0,28.0,26.0
122,967,857,173,952.0,836.0,30.0,42.0
112,388,878,174,374.0,860.0,28.0,36.0
136,675,911,174,660.0,900.0,31.0,22.0
29,989,1031,174,965.0,1020.0,48.0,23.0
127,725,599,174,712.0,582.0,27.0,34.0
118,1214,599,174,1200.0,573.0,28.0,53.0
84,662,774,174,649.0,761.0,27.0,27.0
305,181,1052,174,163.0,1036.0,37.0,32.0
134,1377,706,174,1367.0,690.0,21.0,32.0
110,208,680,174,197.0,656.0,22.0,48.0
120,221,432,174,202.0,414.0,38.0,36.0
100,460,711,174,449.0,679.0,22.0,64.0
122,967,857,174,952.0,836.0,30.0,42.0
97,985,624,174,965.0,604.0,41.0,40.0
305,181,1051,175,163.0,1036.0,37.0,30.0
97,985,624,175,965.0,604.0,41.0,40.0
122,967,858,175,952.0,836.0,31.0,44.0
118,1213,600,175,1199.0,574.0,28.0,52.0
134,1380,705,175,1368.0,687.0,25.0,37.0
84,662,774,175,648.0,761.0,28.0,27.0
127,725,599,175,711.0,582.0,28.0,34.0
112,388,877,175,374.0,860.0,28.0,35.0
136,808,901,175,788.0,878.0,40.0,47.0
100,460,705,175,450.0,669.0,21.0,73.0
120,221,432,175,202.0,414.0,38.0,36.0
29,989,1032,175,965.0,1021.0,48.0,22.0
110,208,679,175,197.0,655.0,22.0,49.0
120,220,432,176,201.0,414.0,39.0,37.0
127,726,599,176,711.0,582.0,30.0,34.0
112,388,877,176,374.0,860.0,28.0,34.0
134,1378,703,176,1367.0,689.0,22.0,29.0
100,461,707,176,450.0,675.0,23.0,65.0
84,662,773,176,648.0,758.0,28.0,31.0
97,985,624,176,965.0,604.0,41.0,40.0
29,988,1033,176,964.0,1021.0,49.0,24.0
305,181,1052,176,163.0,1036.0,37.0,32.0
118,1212,601,176,1197.0,575.0,30.0,52.0
136,808,901,176,789.0,879.0,39.0,44.0
122,967,857,176,952.0,835.0,31.0,44.0
110,208,679,176,197.0,655.0,22.0,49.0
127,726,599,177,711.0,583.0,31.0,33.0
122,967,857,177,952.0,835.0,31.0,44.0
97,985,624,177,965.0,604.0,41.0,40.0
136,808,900,177,789.0,879.0,38.0,43.0
29,988,1032,177,963.0,1021.0,50.0,22.0
84,662,773,177,648.0,758.0,28.0,31.0
118,1211,601,177,1196.0,575.0,31.0,52.0
112,455,828,177,439.0,814.0,32.0,28.0
120,220,432,177,201.0,414.0,39.0,37.0
305,182,1052,177,163.0,1036.0,39.0,33.0
110,208,679,177,197.0,654.0,22.0,50.0
134,1381,703,177,1367.0,687.0,28.0,32.0
84,662,774,178,648.0,760.0,28.0,29.0
110,208,682,178,197.0,660.0,22.0,44.0
97,985,624,178,965.0,604.0,41.0,40.0
120,220,432,178,201.0,414.0,39.0,37.0
127,726,599,178,711.0,583.0,31.0,33.0
136,805,901,178,789.0,880.0,32.0,42.0
29,988,1030,178,964.0,1020.0,49.0,21.0
305,182,1054,178,163.0,1038.0,39.0,32.0
112,415,787,178,399.0,767.0,32.0,40.0
118,1211,602,178,1195.0,577.0,32.0,50.0
122,967,857,178,952.0,835.0,31.0,45.0
134,1380,703,178,1367.0,687.0,27.0,33.0
122,967,857,179,952.0,835.0,31.0,45.0
112,387,875,179,375.0,859.0,25.0,32.0
127,725,599,179,710.0,583.0,31.0,33.0
110,208,679,179,197.0,655.0,22.0,49.0
118,1210,609,179,1194.0,577.0,33.0,65.0
136,809,901,179,789.0,880.0,41.0,42.0
305,184,1054,179,163.0,1038.0,42.0,33.0
134,1378,704,179,1367.0,688.0,23.0,32.0
29,989,1037,179,965.0,1021.0,48.0,32.0
120,221,432,179,202.0,414.0,38.0,37.0
97,984,624,179,962.0,604.0,44.0,40.0
84,659,755,179,642.0,720.0,35.0,70.0
120,221,432,180,202.0,414.0,38.0,37.0
118,1209,603,180,1192.0,578.0,35.0,51.0
112,415,787,180,399.0,767.0,32.0,41.0
127,726,599,180,710.0,583.0,32.0,33.0
97,984,624,180,962.0,605.0,44.0,39.0
136,809,902,180,789.0,882.0,40.0,40.0
305,177,1055,180,163.0,1037.0,29.0,36.0
110,207,682,180,197.0,660.0,21.0,44.0
29,989,1037,180,966.0,1021.0,47.0,32.0
